SMILES	Hansch pi	Hammett sigma p
[R]c1cc(OC)c(Cl)cc1Cl	01940	2.761	0.081
[R]C(=O)c1ccc(F)c(F)c1	01941	1.793	0.564
[R]Oc1ccc(OC(F)(F)F)cc1	01942	3.161	-0.02
[R]C(=O)c1ccc(N(=O)=O)o1	01943	0.359	0.605
[R]NC(CCCN=C(N)N)C(O)=O	01944	-1.153	-0.577
[R]C(CCCN=C(N)N)C(O)=O	01945	-0.489	-0.055
[R]CC(N)c1ccccc1	01946	1.509	-0.205
[R]CC(=O)Nc1ccccc1C	01947	1.455	-0.072
[R]C(OCC)C(O)=O	01948	0.115	0.102
[R]CC(=O)Nc1nccs1	01949	-0.082	-0.058
[R]C(=N)c1cccs1	01950	1.157	0.246
[R]C(C)C(=O)OC	01951	0.518	-0.041
[R]OC1CCC1	01952	0.78	-0.266
[R]N(C)C(=O)c1ccccc1	01953	1.248	-0.324
[R]COc1ccccc1Cl	01954	2.335	0.049
[R]N2CCC(c1ccccc1)=CC2	01955	2.009	-0.645
[R]C(=O)NC(CO)c1ccccc1	01956	0.777	0.356
[R]OCC1CC1(F)F	01957	0.786	-0.185
[R]Nc1ccccc1Br	01958	2.283	-0.304
[R]C(=O)Nc1cc(C)ccc1OC	01959	1.269	0.397
[R]CCC(O)CC(O)CC(O)=O	01960	-0.121	-0.084
[R]OCc2ccc1ccccc1c2	01961	2.766	-0.248
[R]C(C)CCCC(C)C	01962	3.403	-0.133
[R]NC(=O)C1CCCO1	01963	-0.668	-0.288
[R]C(CO)C(N)=O	01964	-1.381	-0.044
[R]Nc1ccc(Br)cn1	01965	1.67	-0.199
[R]C(=O)NCc1ccc(CN)cc1	01966	0.267	0.358
[R]C(F)(F)P(O)(O)=O	01967	0.889	0.602
[R]c1cc(C)ccc1O	01968	2.16	-0.052
[R]NC(=O)CN(C)C	01969	-1.045	-0.296
[R]Cc1ccccc1O	01970	2.089	-0.077
[R]NC(=O)Nc1cc(C)ccc1F	01971	1.352	-0.259
[R]C(=O)NC1CC(=O)OC1O	01972	-1.085	0.432
[R]NC1CC(=O)OC1O	01973	-0.788	-0.467
[R]CC(OCC)C(O)=O	01974	0.367	-0.049
[R]NCCCN1CCN(C)CC1	01975	-0.497	-0.628
[R]c1nnc2ccccn12	01976	1.107	0.284
[R]OC(=O)CC	01977	0.367	-0.082
[R]OC(CC)CC	01978	1.68	-0.296
[R]NC(=N)c1cccs1	01979	0.644	-0.443
[R]CC(=O)N1CCN(C)CC1	01980	-0.647	-0.126
[R]c1c(CC)cccc1CC	01981	3.704	-0.065
[R]C(C(C)C)C(=O)OC	01982	1.245	-0.052
[R]C(=O)c1ccc(C)c(C)c1	01983	2.449	0.437
[R]C(=O)c1c(F)cccc1Cl	01984	2.172	0.492
[R]CC(=O)NC(C)C	01985	0.061	-0.131
[R]N(C)O	01986	0.271	-0.62
[R]C(=S)NC(=O)c1ccccc1	01987	1.772	0.662
[R]C1=CCNCC1	01988	0.019	-0.085
[R]C(=O)C=Cc1ccc(Cl)cc1	01989	2.565	0.402
[R]c2nc1ccc(F)cc1s2	01990	2.543	0.344
[R]CNc1ccccc1	01991	1.644	0.079
[R]NCc1ccc(F)cc1Cl	01992	2.104	-0.588
[R]CC=CC	01993	1.689	-0.123
[R]NCc1ccc(S(C)(=O)=O)cc1	01994	0.592	-0.546
[R]c1ocnc1C	01995	-0.204	0.166
[R]C1=NS(=O)(=O)c2ccccc12	01996	1.453	0.687
[R]C(=O)N1CC(F)CC1C#N	01997	-0.201	0.504
[R]N1CC(F)CC1C#N	01998	0.211	-0.452
[R]CCC1CCCC1	01999	2.568	-0.133
[R]c1cc(Cl)c(O)c(OC)c1	02000	1.958	0.117
[R]OCc1ccc(F)cc1F	02001	2.043	-0.177
[R]NC(CO)C(N)=O	02002	-1.901	-0.615
[R]Nc1ccn(C)n1	02003	0.299	-0.436
[R]C(=O)C(N)C(C)CC	02004	1.441	0.459
[R]C(=O)NCCN1CCCC1	02005	-0.322	0.372
[R]C(=O)N1CCN(CC)CC1	02006	-0.237	0.361
[R]c1ccccc1I	02007	3.235	0.045
[R]CCCCN1CCCC1	02008	1.55	-0.114
[R]NC(=O)c2cc1ccccc1[nH]2	02009	0.539	-0.24
[R]SCc1ccccc1Cl	02010	2.625	-0.035
[R]C(F)(F)Cl	02011	1.362	0.45
[R]n1ccc2ccccc12	02012	1.476	-0.087
[R]COc1ccc(Cl)cc1Cl	02013	2.853	0.086
[R]C(=O)Oc1ccc(F)cc1	02014	1.844	0.584
[R]c1ccc(C(O)=O)cn1	02015	0.763	0.298
[R]CCN(C(C)C)C(C)C	02016	1.943	-0.128
[R]c1n[nH]c(=O)c2ccccc12	02017	1.194	0.298
[R]c1ccnc(N)c1	02018	0.581	0.079
[R]OC1CC1	02019	0.383	-0.251
[R]NC(=O)Nc1cccc(OC)c1	02020	0.493	-0.3
[R]SCC(=O)OC	02021	-0.096	0.038
[R]OCc1ccccc1F	02022	1.903	-0.213
[R]C(=O)NCc1ccc(F)cc1Cl	02023	1.807	0.385
[R]S(=O)(=O)NC(C)(C)C	02024	0.173	0.559
[R]c2ccc1n(C)ccc1c2	02025	1.532	-0.148
[R]c1cccc(C(O)=O)n1	02026	1.162	0.246
[R]CNC(=O)c1ccco1	02027	-0.367	0.113
[R]NCc1ccc(S(N)(=O)=O)cc1	02028	0.3	-0.536
[R]OCCCC(O)=O	02029	-0.038	-0.215
[R]C(=O)OC1CCCC1	02030	1.212	0.491
[R]c1nccc(C)n1	02031	0.39	0.192
[R]c1cccc(C#C)c1	02032	2.159	0
[R]S(=O)(=O)Nc1ccc(F)cn1	02033	0.69	0.545
[R]c2ccc1nccnc1c2	02034	1.154	0.09
[R]N3C(=O)C2C1CC(C=C1)C2C3=O	02035	-0.04	0.04
[R]NCc1ccc(OC)c(Cl)c1	02036	1.712	-0.599
[R]c1cccc(S(=O)(=O)N(C)C)c1	02037	1.438	0.054
[R]C(=O)NS(=O)(=O)C1CC1	02038	-0.562	0.562
[R]c2cn1ccccc1n2	02039	0.971	0.049
[R]C(=O)c1ccc(OC)cc1OC	02040	1.009	0.326
[R]Sc1ccc(F)cc1	02041	2.152	-0.022
[R]c1ccc(C)cc1Cl	02042	2.963	-0.011
[R]c2ccc1CCC(=O)Nc1c2	02043	1.021	0.059
[R]C(O)C(O)CO	02044	-0.987	0.01
[R]C(=O)NC1CCC(C)CC1	02045	1.289	0.355
[R]C(CCCC)C(O)=O	02046	1.675	-0.022
[R]Nc1ccc(C(F)(F)F)cn1	02047	1.761	-0.136
[R]c1ccc(OC)cc1F	02048	1.864	-0.052
[R]C(=O)N(C)CC	02049	-0.038	0.353
[R]CNC(=O)c1ccc(Cl)s1	02050	1.51	0.136
[R]c2nc1cc(C)ccc1[nH]2	02051	1.827	0.298
[R]SCC=C	02052	1.071	-0.035
[R]c1cnc(OC)nc1	02053	0.272	0.081
[R]CC(C)C(O)=O	02054	0.883	-0.02
[R]NC(C(C)C)C(=O)OC	02055	0.653	-0.528
[R]c1cccc(OCC(O)=O)c1	02056	1.266	0.032
[R]c1ccc(S(=O)(=O)CC)cc1	02057	1.465	0.166
[R]Nc1cc(OC)c(Cl)cc1Cl	02058	2.275	-0.223
[R]C(C(C)CC)C(O)=O	02059	1.609	-0.031
[R]c2csc(c1ccccc1)n2	02060	2.687	0.087
[R]C=C(O)C(O)=O	02061	-0.501	0.06
[R]c1ccc(O)c(C(O)=O)c1	02062	1.391	0.056
[R]Cc1ccc(C(=O)NO)cc1	02063	1.693	-0.017
[R]c1noc(C(F)(F)F)n1	02064	1.441	0.385
[R]C(=O)C=C(O)C(O)=O	02065	-0.027	0.374
[R]OCc1ccncc1	02066	0.452	-0.19
[R]C1CCOCC1OC	02067	0.111	-0.137
[R]C(=O)COc1ccc(C)cc1	02068	2.509	0.567
[R]c1ccc(Cl)cc1OC	02069	2.243	-0.071
[R]N1CCNC(=O)C1	02070	-1.223	-0.467
[R]OS(C)(=O)=O	02071	-0.344	0.279
[R]Nc1nncs1	02072	0.639	-0.237
[R]Nc1ccc(C(N)=O)cc1	02073	0.325	-0.277
[R]Nc1cccc2cnccc12	02074	1.182	-0.292
[R]SCc1ccc(C)cc1	02075	2.574	-0.041
[R]C(=O)C=Cc1ccc(O)c(O)c1	02076	1.478	0.396
[R]C1SCC2NC(=O)NC12	02077	-0.654	0.225
[R]C(=O)NC(C(C)C)C(=O)OC	02078	0.356	0.399
[R]C1=CCCN(C)C1	02079	0.38	-0.096
[R]C(CC(O)=O)NC(C)=O	02080	-0.969	0.146
[R]C(=O)C(C)(C)CC	02081	2.791	0.437
[R]CC(=O)Nc1ccc(Cl)cc1	02082	1.505	-0.041
[R]c1cc(C)cc(N)n1	02083	1.447	0.089
[R]NC(=O)NC(C)C	02084	-0.18	-0.364
[R]Cc1nccs1	02085	0.655	-0.033
[R]c2nc1ccc(OCC)cc1s2	02086	2.493	0.26
[R]NC(=O)N(C)C	02087	-0.69	-0.367
[R]S(=O)(=O)C(C)(C)C	02088	0.219	0.56
[R]Cc1c(F)cccc1OC	02089	2.261	-0.142
[R]C(=O)N(C)C1CCCCC1	02090	1.205	0.35
[R]Sc1nnnn1c2ccccc2	02091	2.11	0.121
[R]C(=O)NC1CCS(=O)(=O)C1	02092	-1.35	0.472
[R]C(O)CNC(C)C	02093	0.202	0.024
[R]C(=O)c1ccoc1C	02094	-0.231	0.352
[R]NCc1ccc(C(F)(F)F)cc1	02095	2.33	-0.544
[R]c2ccc(n1ccnc1)cc2	02096	0.972	0.078
[R]C(=O)C(CC(O)=O)NC(C)=O	02097	-0.62	0.57
[R]C(=O)NCc1ccc(F)c(F)c1	02098	1.429	0.416
[R]NC(=O)c1cc(Cl)cc(Cl)c1	02099	2.038	-0.21
[R]c2nc1cc(Cl)ccc1o2	02100	2.056	0.445
[R]Oc1ccc(C)c(C)c1	02101	2.603	-0.114
[R]c1ccc(N(=O)=O)cc1N(=O)=O	02102	1.885	0.448
[R]C(=O)Nc1ccc(N(C)C)cc1	02103	1.319	0.393
[R]NCc1cccc(I)c1	02104	2.704	-0.58
[R]N(C)CCc1ccccn1	02105	0.828	-0.65
[R]c1ccc(OC(C)C)c(Cl)c1	02106	2.998	-0.03
[R]NC(=O)c1ccc(C#N)cc1	02107	1.037	-0.216
[R]C(CO)C(O)=O	02108	-0.516	0.051
[R]c2ccc(c1ccccn1)cc2	02109	2.749	0.011
[R]Oc1ccccn1	02110	1.055	-0.188
[R]CC(=O)NCc1ccc(F)cc1	02111	1.222	-0.109
[R]C1CCOC1=O	02112	0.033	0.095
[R]c2ccc(c1ccc(Cl)cc1)o2	02113	2.892	0.151
[R]SC(F)(F)F	02114	2.076	0.241
[R]N2CC(c1ccc(C#N)cc1)C2	02115	1.662	-0.528
[R]c2ccc(c1cnn(C)c1)cc2	02116	1.771	-0.06
[R]CC(=O)OC(C)(C)C	02117	0.789	-0.041
[R]C(=O)c2sc1ccccc1c2Cl	02118	2.905	0.451
[R]c1cc(O)cc(O)c1	02119	1.409	0.06
[R]CCCCNC(C)C	02120	1.618	-0.115
[R]C1CC1C(O)=O	02121	0.313	-0.216
[R]Cc1ccc(C)o1	02122	0.394	-0.049
[R]COc2ccc1ccccc1c2	02123	2.819	0.037
[R]c1ccc(C=CC(=O)NO)cc1	02124	1.829	0.078
[R]OC(C)COC	02125	0.235	-0.28
[R]n1c(C)nc2cnccc12	02126	0.01	0.266
[R]Nc1cnccn1	02127	-0.434	-0.191
[R]P(=O)(OCC)OCC	02128	0.536	0.304
[R]c1n[nH]c2ccccc12	02129	1.47	0.135
[R]C(=O)c1ccsc1	02130	0.587	0.407
[R]Sc2nc1ccccc1o2	02131	1.97	0.076
[R]C(C)c1ccccn1	02132	1.56	-0.058
[R]C2CCN(Cc1ccccc1)C2	02133	2.126	-0.115
[R]NCC(N)Cc1ccccc1	02134	0.979	-0.56
[R]OC(=O)c1cccs1	02135	1.123	-0.071
[R]CCCCCc1ccccc1	02136	3.959	-0.123
[R]NC(=O)C(N)CCCCN	02137	-1.51	-0.258
[R]CCc1cccc(F)c1	02138	2.91	-0.061
[R]C(=O)C1CCOCC1	02139	0.771	0.491
[R]OC(F)(F)C(F)F	02140	1.197	0.037
[R]c1ccccc1c2nnn[nH]2	02141	1.608	-0.031
[R]C(=O)c1ccc[nH]1	02142	-0.179	0.391
[R]NC(=O)Cc1ccc(OC)cc1	02143	0.681	-0.304
[R]NC(=O)c2cc1ccccc1s2	02144	1.874	-0.259
[R]SCC(=O)c1ccccc1	02145	1.395	-0.001
[R]NC1CC2CCC1C2	02146	1.088	-0.647
[R]C(=O)C=Cc1cccnc1	02147	0.735	0.401
[R]c2ccc1cnccc1c2	02148	1.668	0.07
[R]C(=O)OCC=C	02149	0.764	0.504
[R]C=c1[nH]c(=O)[nH]c1=O	02150	-1.141	0.318
[R]C(=O)C=CC(O)=O	02151	0.998	0.648
[R]c2ccc(c1cccs1)cc2	02152	3.133	0.002
[R]C(=O)Nc1cccc(Br)c1	02153	1.847	0.491
[R]N=C=S	02154	0.395	0.253
[R]OCCCO	02155	-0.404	-0.232
[R]C(=O)C1CCS(=O)(=O)CC1	02156	0.268	0.591
[R]C(=O)NCCCN(C)C	02157	-0.596	0.364
[R]C(=O)NS(=O)(=O)c1ccccc1	02158	0.724	0.568
[R]c2ccc1cccnc1c2O	02159	1.782	-0.003
[R]CCCNC(N)=O	02160	-0.386	-0.052
[R]C(=O)N(C(C)C)C(C)C	02161	1.131	0.337
[R]N1CCC(NC)C1	02162	-0.406	-0.68
[R]CCS	02163	0.596	-0.016
[R]C=c1c(=O)[nH]c2ccccc12	02164	1.164	0.204
[R]Cc1ccoc1	02165	0.628	-0.117
[R]Nc1ccncn1	02166	0.234	-0.174
[R]N(CCO)CCO	02167	-0.854	-0.712
[R]C(=O)NC(CO)C(N)=O	02168	-2.198	0.334
[R]NC(=O)C(CC(O)=O)NC(C)=O	02169	-2.07	-0.226
[R]NCC(C)(C)O	02170	-0.281	-0.623
[R]CCC1COC(N)=N1	02171	0.574	-0.171
[R]C(C)CS	02172	0.999	-0.025
[R]C(=O)NC1CCC1	02173	0.166	0.377
[R]c2ccc1[nH]nc(C)c1c2	02174	1.242	-0.077
[R]NCCc1cccs1	02175	0.851	-0.614
[R]C(=O)c1ccc(F)cc1F	02176	1.793	0.485
[R]C1CCCOC1	02177	0.601	-0.049
[R]c1ccc(C(C)C)cc1Br	02178	3.963	0.005
[R]OCC(O)CO	02179	-0.829	-0.196
[R]NS(=O)(=O)c1cccc(Cl)c1	02180	1.539	-0.11
[R]OC(=O)NC	02181	-0.286	-0.125
[R]CC(=O)Nc1ccccc1F	02182	1.127	-0.05
[R]OC(N)=O	02183	-0.533	-0.098
[R]c2nc(c1ccc(F)cc1)cs2	02184	2.826	0.216
[R]C(=O)Nc1cccc(CC)c1	02185	1.918	0.442
[R]NC(=O)CC(C)(C)C	02186	0.877	-0.286
[R]CN1CCN(CC)CC1	02187	0.324	-0.098
[R]C1CCCN1C(C)=O	02188	-0.12	-0.023
[R]NCCOc1ccccc1	02189	1.286	-0.603
[R]CCCc1cccnc1	02190	1.854	-0.093
[R]C(N)C(=O)N1CCC(F)C1	02191	-1.12	0.105
[R]c2ccc(C(=O)NC1CC1)cc2	02192	1.454	0.102
[R]n2sc1ccccc1c2=O	02193	1.769	-0.09
[R]C=Cc1ccc(O)c(OC)c1	02194	1.973	0.022
[R]n1ccc2cc(C#N)cnc12	02195	0.958	0.01
[R]CC(O)CNC(=O)CO	02196	-1.44	-0.047
[R]c1ccccc1N2CCOCC2	02197	1.899	-0.11
[R]C=CC(=O)OC	02198	0.556	0.285
[R]NC(=O)C(N)CCCN=C(N)N	02199	-2.18	-0.272
[R]Cc1n[nH]c(=O)c2CCCNc12	02200	0.076	-0.096
[R]OCC(O)CNC(=O)CO	02201	-1.905	-0.18
[R]Nc1ccccc1N(=O)=O	02202	1.445	-0.115
[R]C(=O)NCC(=O)OCC	02203	-0.711	0.401
[R]c1n[nH]c(=O)c2CCCNc12	02204	0.144	0.135
[R]CC(=O)NN	02205	-0.986	-0.112
[R]C(=O)Nc1nncs1	02206	0.202	0.559
[R]C(O)CNC(=O)CO	02207	-1.691	0.102
[R]NC(=O)CCl	02208	-0.32	-0.216
[R]C(=O)NCCCOCC	02209	-0.397	0.374
[R]C(=O)C(C)CS	02210	1.313	0.51
[R]NS(=O)(=O)N(C)C	02211	-0.345	-0.174
[R]OC1CCN(C)CC1	02212	-0.037	-0.275
[R]CNCC	02213	0.161	-0.096
[R]CC1CCCCO1	02214	1.08	-0.15
[R]NCC(=O)OC	02215	-0.756	-0.509
[R]NC(=O)Cc1ccc(Cl)cc1	02216	1.452	-0.266
[R]N=S(C)(C)=O	02217	0.229	-0.607
[R]CCc1cccc(Cl)c1	02218	3.288	-0.063
[R]C(=O)N(C)O	02219	-0.141	0.291
[R]NC1CCOCC1OC	02220	-0.644	-0.612
[R]c1cncc2ccccc12	02221	1.668	0.075
[R]CN(C)S(=O)(=O)c1ccccc1	02222	1.53	0.016
[R]Nc1ccnc(F)c1	02223	0.776	-0.191
[R]C(=O)Nc1ccc(OC)c(Cl)c1	02224	1.32	0.477
[R]Nc2nc1ccccc1o2	02225	1.45	-0.25
[R]c1ccc(OCCN(C)C)cc1	02226	1.704	-0.103
[R]CCc1ccc(C(F)(F)F)cc1	02227	3.653	-0.036
[R]Cc1cccc(F)c1F	02228	2.653	-0.06
[R]c1cccc(CCC)c1	02229	3.237	-0.038
[R]CCCOC(C)C	02230	1.44	-0.099
[R]c1cc(F)cc(Cl)c1	02231	2.635	0.155
[R]CS(=O)(=O)c1ccccc1	02232	1.215	0.195
[R]c1cc(Cl)ccc1C#N	02233	2.531	0.204
[R]NCC#C	02234	-0.056	-0.571
[R]NS(=O)(=O)N1CCOCC1	02235	-0.687	-0.144
[R]C(=O)NC1CN2CCC1CC2	02236	-0.334	0.38
[R]C(C)N(C)C	02237	0.593	-0.085
[R]Oc1cccc2ccc(C)nc12	02238	1.929	-0.072
[R]Oc2ccc1ccc(=O)oc1c2	02239	1.107	0.06
[R]CSCc1ccccc1	02240	2.255	0.003
[R]NC(CO)C(O)=O	02241	-1.036	-0.533
[R]C(C)OC	02242	0.449	-0.063
[R]n1c(C)ccc1C	02243	0.246	0.105
[R]CBr	02244	0.968	0.064
[R]Cc1ccc(NC(C)=O)cc1	02245	1.223	-0.118
[R]c1cc(OC)ccc1F	02246	1.864	0.043
[R]c2nc(c1ccc(Cl)cc1)cs2	02247	3.205	0.217
[R]C(=O)c1csnn1	02248	0.082	0.418
[R]c1cc(F)cc(C#N)c1	02249	2.153	0.197
[R]CC(=O)NC1CC1	02250	-0.298	-0.112
[R]C=Cc1ccc(C)cc1	02251	2.977	-0.033
[R]NCCCCCCC(=O)NO	02252	0.455	-0.637
[R]N1CCOC1=O	02253	-0.217	-0.209
[R]C(=O)NCC(C)(C)C	02254	1.093	0.355
[R]C(=O)NCCN	02255	-1.417	0.378
[R]N1CCOCC1=O	02256	-1.12	-0.278
[R]C(CC(O)=O)c1ccccc1C	02257	2.335	-0.017
[R]C(CC(C)C)C(=O)NCC(N)=O	02258	-0.332	-0.103
[R]c2ccc1onc(N)c1c2	02259	1.164	0.024
[R]Nc1cc(F)cc(F)c1	02260	1.77	-0.235
[R]C(=O)NCc1cccc(Cl)c1	02261	1.668	0.39
[R]c1ccccc1c2nc(=O)o[nH]2	02262	1.934	-0.011
[R]NCCC(F)(F)F	02263	0.158	-0.517
[R]NC(=O)CN1CCOCC1	02264	-1.387	-0.269
[R]C(=O)c1cccc(O)c1	02265	1.23	0.483
[R]C(=O)Nc1cccc(N(=O)=O)c1	02266	1.008	0.583
[R]c2ccc(c1cccnc1)cc2	02267	2.35	0.027
[R]C(=O)c1cc(C)on1	02268	-0.046	0.467
[R]C(CO)Cc1ccccc1	02269	2.026	-0.02
[R]CC=CCCC(O)=O	02270	1.249	-0.076
[R]c2nccc(c1cn(C)cn1)n2	02271	0.189	0.155
[R]C#Cc1csc(C)n1	02272	1.256	0.113
[R]c1ccc(Cl)c(C(O)=O)c1	02273	2.194	0.103
[R]C(=O)C(CC)CC	02274	2.522	0.443
[R]c1nn(C)c(=O)c2ccccc12	02275	1.441	0.261
[R]C(=O)Nc1cccc2[nH]ncc12	02276	0.149	0.473
[R]c1cccc(OC)c1F	02277	1.864	0.016
[R]C(O)COc1ccccc1	02278	1.444	0.117
[R]Nc1ccc(C)c(F)c1	02279	2.098	-0.323
[R]NCCCN(CC)CC	02280	0.387	-0.631
[R]C(C)=Cc1ccccc1	02281	2.663	-0.036
[R]CSc2nc1ccccc1s2	02282	2.892	0.1
[R]Cc2cc1ccccc1[nH]2	02283	1.447	-0.033
[R]SCC(=O)Nc1ccccc1	02284	0.936	0.022
[R]c1cc(C(F)(F)F)ccc1F	02285	3	0.152
[R]C(C)(C)CCCCCC	02286	3.902	-0.148
[R]Cc1ccc(C(C)C)cc1	02287	3.568	-0.122
[R]CCSc1ccccc1	02288	2.412	-0.006
[R]c2ccc(n1cnnn1)cc2	02289	1.166	0.171
[R]COc1cccc2ccccc12	02290	2.819	0.054
[R]c1ccn(=O)cc1	02291	-0.407	0.277
[R]c1c(C)cc(N)nc1C	02292	1.219	-0.09
[R]Cc1cc(OC)ccc1OC	02293	1.868	-0.177
[R]c1c(Cl)cc(Cl)cc1Cl	02294	3.531	0.149
[R]CCCN1CCC(C)CC1	02295	1.88	-0.115
[R]c1ccc(C#N)cc1F	02296	2.153	0.155
[R]NC(=O)C(N)Cc1c[nH]cn1	02297	-2.27	-0.329
[R]C(=O)CNC(=O)c1ccccc1	02298	1.375	0.581
[R]C(=O)CCN(C)C	02299	0.587	0.467
[R]C(=O)C=Cc1ccc(O)cc1	02300	1.762	0.378
[R]Sc1nc(C)cc(C)n1	02301	0.9	-0.054
[R]Nc1nnc(S(N)(=O)=O)s1	02302	-0.005	-0.063
[R]NS(=O)(=O)c1ccc(Cl)s1	02303	1.68	-0.117
[R]c1ccsc1C(=O)OC	02304	1.179	-0.022
[R]NCc1cccc2ccccc12	02305	2.449	-0.614
[R]Nc1cccc(SC)c1	02306	1.582	-0.362
[R]C(=O)NC(C)CO	02307	-0.657	0.344
[R]c1cccc(C(F)(F)F)c1F	02308	3	0.114
[R]c1ccc(O)c(CO)c1	02309	1.158	-0.044
[R]S(=O)(=O)Cc1ccccc1	02310	1.161	0.589
[R]NC(=O)c1ccccc1Br	02311	1.793	-0.291
[R]c2ccc(C1CC1)cc2	02312	2.667	-0.041
[R]c1c(F)cc(F)cc1F	02313	2.396	0.151
[R]c1ccc(F)c(OC)c1	02314	1.864	0.064
[R]NCc1cccc(C)c1	02315	1.914	-0.631
[R]c2ccc1cn[nH]c1c2	02316	1.071	0.048
[R]OCC1COCCO1	02317	-0.45	-0.24
[R]C1(O)CCCCC1	02318	1.079	-0.038
[R]c1c(OC)cc(OC)cc1OC	02319	1.219	-0.232
[R]CC1CCC(N)CC1	02320	1.163	-0.169
[R]NC(=O)C=CCN(C)C	02321	-0.264	-0.321
[R]C(N)CC	02322	0.292	-0.082
[R]NCC(F)F	02323	-0.073	-0.509
[R]c1ccc(OC)c(Br)c1	02324	2.517	-0.02
[R]c1c(C)ncnc1C	02325	0.363	0.084
[R]Nc2cnc1ccccc1c2	02326	1.581	-0.296
[R]c1ccnc(C)c1C	02327	1.303	0.09
[R]c1ccc(OC)c(C(F)(F)F)c1	02328	2.608	0.016
[R]n1nc(C)nc1C	02329	0.294	0.19
[R]Nc1ccc(CC(O)=O)cc1	02330	1.122	-0.368
[R]c1nnc[nH]1	02331	-0.246	0.329
[R]CCOCCOC	02332	0.123	-0.06
[R]c1ccnc(C(F)(F)F)c1	02333	1.947	0.239
[R]C(CS)C(O)=O	02334	0.07	0.075
[R]NCc1c(C)cc(N)nc1C	02335	0.688	-0.647
[R]Cc1c(C)cc(N)nc1C	02336	1.615	-0.155
[R]c2ccc1n(C)c(=O)oc1c2	02337	0.636	0.078
[R]C=Cc2ccc1ccccc1n2	02338	2.998	0.062
[R]C(CCSC)C(O)=O	02339	0.456	0.026
[R]C(=O)OCCOC	02340	-0.142	0.478
[R]C(=O)N1CCC(O)C1	02341	-0.879	0.375
[R]N(C)CCC	02342	0.843	-0.661
[R]C(=O)NC1CC1c2ccccc2	02343	1.389	0.374
[R]c2ccc(N1CCCC1)cc2	02344	2.567	-0.041
[R]c2sc1ccccc1c2Br	02345	3.642	0.138
[R]NCC(O)CO	02346	-1.145	-0.573
[R]N(C)CC(O)=O	02347	-0.426	-0.533
[R]C(C)(C)F	02348	0.852	0.056
[R]Oc1ccc(CCC(O)=O)cc1	02349	1.696	-0.063
[R]C(C)C(C)(C)C	02350	2.647	-0.144
[R]c2ccc(c1ccncc1)cc2	02351	2.35	0.041
[R]C2(c1ccccc1)CC2	02352	2.633	-0.065
[R]OCc1ccc(C(F)(F)F)cc1	02353	2.646	-0.175
[R]C(=O)c1ccc(CC)cc1	02354	2.378	0.445
[R]C(=S)N1CCOCC1	02355	0.011	0.673
[R]C(CC(O)=O)C=O	02356	-0.762	0.162
[R]NCCCCN1CCCC1	02357	0.478	-0.634
[R]C(=O)NC(C(C)CC)C(N)=O	02358	-0.145	0.355
[R]CNS(=O)(=O)c1ccccc1	02359	1.169	0.086
[R]Cc1cn(C)c2ccccc12	02360	1.929	-0.201
[R]c1cccc(OC)n1	02361	1.511	0.143
[R]NC(C(C)CC)C(N)=O	02362	0.153	-0.596
[R]CCP(O)(O)=O	02363	0.187	-0.072
[R]c1ccc(Cl)c(OC)c1	02364	2.243	0.081
[R]Oc1ccc(C(N)=N)cc1F	02365	0.813	0.008
[R]C(=O)N1CCC2(CC1)OCCO2	02366	0.334	0.358
[R]C=CC(=O)OCC	02367	0.898	0.279
[R]N1CCC(F)CC1	02368	0.189	-0.595
[R]C(C(C)CC)C(N)=O	02369	0.745	-0.12
[R]c1cc(N(=O)=O)ccc1C	02370	2.398	0.249
[R]N2C(=O)CC1(CCCC1)CC2=O	02371	0.495	0.037
[R]c2nc1ccccc1c(=O)[nH]2	02372	1.084	0.492
[R]NC(CC(O)=O)C=O	02373	-1.282	-0.618
[R]N1CCN(CCC)CC1	02374	0.644	-0.675
[R]Nc1nc(C)cc(C)n1	02375	0.38	-0.391
[R]c1cnc(C#N)cn1	02376	0.188	0.405
[R]C(CC)CO	02377	0.809	-0.142
[R]CCCc1c[nH]c2ccccc12	02378	2.475	-0.148
[R]CC(=O)c1ccc(C)cc1	02379	1.914	-0.109
[R]c2ccc1CCCCc1c2	02380	3.2	-0.057
[R]c1nccc2ccccc12	02381	2.067	0.217
[R]Nc1cccc(C#C)c1	02382	1.673	-0.36
[R]c1cc(C)c(=O)n(C)c1	02383	0.721	-0.031
[R]C(=O)CNC	02384	0.044	0.481
[R]c1occc1C	02385	0.928	0.078
[R]C1CCC(N(C)C)CC1	02386	1.536	-0.152
[R]C(=O)NC(CC(O)=O)C=O	02387	-1.579	0.347
[R]c2ccc1occ(C)c1c2	02388	1.93	-0.038
[R]c1cc(N(=O)=O)ccc1O	02389	1.647	0.247
[R]OCC(=O)N1CCOCC1	02390	-1.186	-0.155
[R]C(C(C)C)C(=O)NO	02391	0.834	-0.074
[R]C(O)CC	02392	0.639	-0.019
[R]c1ccc(C(F)(F)F)cc1F	02393	3	0.168
[R]CCC1CC(O)CC(=O)O1	02394	0.176	-0.074
[R]c1cnc(C(F)(F)F)cn1	02395	1.035	0.421
[R]C(=O)Nc1ccc(C)cn1	02396	0.909	0.418
[R]CNC(CO)C(C)C	02397	0.66	-0.107
[R]C(=O)c2nc1CCN(C)Cc1s2	02398	0.239	0.502
[R]Sc1nnc(C)s1	02399	1.308	0.049
